source_row,timestamp,CO(GT),PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,eligible,missing_target,all_predictors_missing
5155,2004-10-11 11:00:00,2.3,1202.0,1058.0,647.0,1623.0,1152.0,20.0,69.6,1.607,True,False,False
5156,2004-10-11 12:00:00,2.7,1225.0,1155.0,607.0,1738.0,1159.0,21.1,64.0,1.5795,True,False,False
5157,2004-10-11 13:00:00,3.1,1257.0,1248.0,557.0,1837.0,1179.0,20.2,67.4,1.5832,True,False,False
5158,2004-10-11 14:00:00,3.2,1271.0,1217.0,566.0,1810.0,1227.0,20.2,68.9,1.6074,True,False,False
5159,2004-10-11 15:00:00,2.5,1179.0,1120.0,634.0,1667.0,1119.0,21.9,57.6,1.4942,True,False,False
5160,2004-10-11 16:00:00,3.4,1278.0,1248.0,574.0,1814.0,1243.0,23.2,52.0,1.4642,True,False,False
5161,2004-10-11 17:00:00,4.8,1435.0,1429.0,499.0,2072.0,1449.0,21.7,59.1,1.5115,True,False,False
5162,2004-10-11 18:00:00,4.5,1326.0,1356.0,525.0,1966.0,1405.0,20.8,61.4,1.4898,True,False,False
5163,2004-10-11 19:00:00,4.0,1324.0,1335.0,537.0,1920.0,1444.0,19.9,64.2,1.4711,True,False,False
5164,2004-10-11 20:00:00,3.2,1206.0,1185.0,592.0,1751.0,1386.0,19.7,65.1,1.4769,True,False,False
5165,2004-10-11 21:00:00,1.9,1052.0,987.0,700.0,1556.0,1102.0,20.0,63.3,1.4672,True,False,False
5166,2004-10-11 22:00:00,1.9,1057.0,934.0,743.0,1525.0,1041.0,19.0,66.1,1.4415,True,False,False
5167,2004-10-11 23:00:00,1.3,952.0,833.0,846.0,1381.0,881.0,18.8,60.9,1.3032,True,False,False
5168,2004-10-12 00:00:00,1.1,911.0,769.0,919.0,1340.0,791.0,18.9,60.7,1.311,True,False,False
5169,2004-10-12 01:00:00,1.0,898.0,742.0,915.0,1345.0,796.0,18.1,65.2,1.343,True,False,False
5170,2004-10-12 02:00:00,0.5,809.0,593.0,1134.0,1277.0,647.0,18.3,65.1,1.3529,True,False,False
5171,2004-10-12 03:00:00,0.6,823.0,616.0,1072.0,1300.0,716.0,18.3,66.9,1.3952,True,False,False
5172,2004-10-12 04:00:00,0.5,814.0,666.0,1029.0,1311.0,719.0,17.8,67.5,1.3674,True,False,False
5173,2004-10-12 05:00:00,0.8,857.0,705.0,982.0,1312.0,733.0,16.9,66.7,1.2772,True,False,False
5174,2004-10-12 06:00:00,1.2,935.0,810.0,881.0,1356.0,835.0,17.8,60.6,1.2276,True,False,False
5175,2004-10-12 07:00:00,2.7,1159.0,1110.0,671.0,1650.0,1094.0,17.6,60.8,1.2151,True,False,False
5176,2004-10-12 08:00:00,3.0,1102.0,1141.0,648.0,1594.0,1114.0,17.9,57.8,1.1751,True,False,False
5177,2004-10-12 09:00:00,,979.0,917.0,795.0,1398.0,903.0,18.1,56.4,1.1645,False,True,False
5178,2004-10-12 10:00:00,,998.0,941.0,785.0,1442.0,914.0,18.2,55.9,1.1547,False,True,False
5179,2004-10-12 11:00:00,,962.0,911.0,793.0,1380.0,872.0,19.7,49.1,1.1148,False,True,False
5180,2004-10-12 12:00:00,,985.0,957.0,773.0,1426.0,860.0,20.8,45.8,1.1126,False,True,False
5181,2004-10-12 13:00:00,,1043.0,1053.0,707.0,1514.0,959.0,20.5,46.0,1.1,False,True,False
5182,2004-10-12 14:00:00,,929.0,875.0,826.0,1365.0,814.0,18.9,50.6,1.0927,False,True,False
5183,2004-10-12 15:00:00,,946.0,898.0,816.0,1377.0,827.0,18.4,51.6,1.0832,False,True,False
5184,2004-10-12 16:00:00,,955.0,894.0,818.0,1366.0,804.0,17.9,52.6,1.0711,False,True,False
5185,2004-10-12 17:00:00,,1004.0,1012.0,730.0,1460.0,906.0,17.1,54.2,1.0503,False,True,False
5186,2004-10-12 18:00:00,,1037.0,1053.0,708.0,1480.0,958.0,16.5,56.2,1.0455,False,True,False
5187,2004-10-12 19:00:00,,1066.0,1140.0,670.0,1577.0,1032.0,16.7,54.1,1.0212,False,True,False
5188,2004-10-12 20:00:00,,890.0,813.0,898.0,1274.0,772.0,15.4,57.7,1.0008,False,True,False
5189,2004-10-12 21:00:00,,843.0,729.0,990.0,1219.0,618.0,15.5,57.1,0.9971,False,True,False
5190,2004-10-12 22:00:00,,834.0,716.0,997.0,1205.0,614.0,15.6,55.9,0.985,False,True,False
5191,2004-10-12 23:00:00,,809.0,659.0,1074.0,1161.0,550.0,14.8,58.4,0.9777,False,True,False
5192,2004-10-13 00:00:00,,786.0,600.0,1164.0,1132.0,511.0,14.8,57.9,0.9662,False,True,False
5193,2004-10-13 01:00:00,,747.0,543.0,1276.0,1100.0,469.0,14.6,57.6,0.9517,False,True,False
5194,2004-10-13 02:00:00,,723.0,485.0,1419.0,1065.0,425.0,14.6,57.1,0.9428,False,True,False
5195,2004-10-13 03:00:00,,704.0,444.0,1558.0,1050.0,394.0,14.4,57.6,0.9416,False,True,False
5196,2004-10-13 04:00:00,,709.0,449.0,1590.0,1055.0,392.0,14.5,57.4,0.9413,False,True,False
5197,2004-10-13 05:00:00,,726.0,466.0,1485.0,1066.0,408.0,14.3,58.4,0.9501,False,True,False
5198,2004-10-13 06:00:00,,798.0,599.0,1205.0,1141.0,517.0,14.7,57.4,0.9564,False,True,False
5199,2004-10-13 07:00:00,,925.0,800.0,908.0,1272.0,750.0,14.3,58.1,0.9404,False,True,False
5200,2004-10-13 08:00:00,,906.0,809.0,878.0,1272.0,787.0,14.0,58.3,0.9294,False,True,False
5201,2004-10-13 09:00:00,1.5,896.0,809.0,882.0,1257.0,788.0,15.4,53.2,0.9246,True,False,False
5202,2004-10-13 10:00:00,1.2,882.0,776.0,932.0,1222.0,760.0,16.5,49.9,0.9289,True,False,False
5203,2004-10-13 11:00:00,,948.0,853.0,859.0,1283.0,839.0,17.4,47.6,0.9387,False,True,False
5204,2004-10-13 12:00:00,,945.0,886.0,818.0,1307.0,827.0,18.0,46.1,0.9401,False,True,False
5205,2004-10-13 13:00:00,,942.0,871.0,832.0,1314.0,765.0,17.9,46.5,0.9474,False,True,False
5206,2004-10-13 14:00:00,,943.0,864.0,831.0,1297.0,814.0,17.4,48.3,0.955,False,True,False
5207,2004-10-13 15:00:00,,894.0,810.0,892.0,1258.0,737.0,16.0,52.6,0.9489,False,True,False
5208,2004-10-13 16:00:00,,984.0,910.0,795.0,1348.0,875.0,15.3,58.7,1.0154,False,True,False
5209,2004-10-13 17:00:00,,1044.0,1022.0,726.0,1454.0,983.0,15.2,55.9,0.9572,False,True,False
5210,2004-10-13 18:00:00,,981.0,983.0,759.0,1370.0,942.0,14.8,56.3,0.9459,False,True,False
5211,2004-10-13 19:00:00,,1021.0,1001.0,731.0,1415.0,971.0,14.7,57.8,0.9626,False,True,False
5212,2004-10-13 20:00:00,,943.0,867.0,834.0,1314.0,891.0,14.8,57.3,0.9603,False,True,False
5213,2004-10-13 21:00:00,,863.0,732.0,970.0,1207.0,724.0,14.9,57.1,0.9581,False,True,False
5214,2004-10-13 22:00:00,,847.0,698.0,1013.0,1174.0,719.0,15.2,55.5,0.9521,False,True,False
5215,2004-10-13 23:00:00,,859.0,698.0,1015.0,1189.0,705.0,15.3,55.4,0.9564,False,True,False
5216,2004-10-14 00:00:00,,861.0,712.0,1004.0,1197.0,718.0,15.1,56.9,0.9673,False,True,False
5217,2004-10-14 01:00:00,,786.0,602.0,1146.0,1123.0,584.0,15.0,56.4,0.9554,False,True,False
5218,2004-10-14 02:00:00,,740.0,506.0,1333.0,1074.0,469.0,14.9,56.4,0.9474,False,True,False
5219,2004-10-14 03:00:00,,730.0,483.0,1434.0,1065.0,438.0,15.2,54.7,0.9394,False,True,False
5220,2004-10-14 04:00:00,,728.0,475.0,1436.0,1061.0,432.0,15.1,55.4,0.9439,False,True,False
5221,2004-10-14 05:00:00,,755.0,517.0,1325.0,1091.0,487.0,14.9,56.8,0.9541,False,True,False
5222,2004-10-14 06:00:00,,854.0,663.0,1080.0,1189.0,655.0,15.2,55.9,0.9589,False,True,False
5223,2004-10-14 07:00:00,,1079.0,985.0,758.0,1465.0,1009.0,15.3,56.3,0.9684,False,True,False
5224,2004-10-14 08:00:00,,1097.0,1103.0,659.0,1520.0,1113.0,15.6,55.4,0.9725,False,True,False
5225,2004-10-14 09:00:00,,1024.0,976.0,747.0,1386.0,1030.0,16.3,53.3,0.9809,False,True,False
5226,2004-10-14 10:00:00,,990.0,942.0,776.0,1359.0,986.0,20.4,42.2,0.9964,False,True,False
5227,2004-10-14 11:00:00,,1013.0,901.0,788.0,1369.0,975.0,21.9,39.4,1.0234,False,True,False
5228,2004-10-14 12:00:00,,1051.0,968.0,746.0,1442.0,984.0,21.5,41.2,1.0399,False,True,False
5229,2004-10-14 13:00:00,,1052.0,966.0,726.0,1446.0,982.0,22.2,41.4,1.097,False,True,False
5230,2004-10-14 14:00:00,,1141.0,1049.0,675.0,1530.0,1117.0,21.0,46.8,1.1508,False,True,False
5231,2004-10-14 15:00:00,,1130.0,1024.0,679.0,1537.0,1177.0,21.9,44.9,1.1635,False,True,False
5232,2004-10-14 16:00:00,,1099.0,993.0,711.0,1507.0,1129.0,21.5,46.7,1.1837,False,True,False
5233,2004-10-14 17:00:00,,1182.0,1064.0,653.0,1616.0,1217.0,19.7,56.6,1.2811,False,True,False
5234,2004-10-14 18:00:00,,1211.0,1135.0,615.0,1682.0,1234.0,18.8,60.8,1.3036,False,True,False
5235,2004-10-14 19:00:00,,1340.0,1324.0,537.0,1907.0,1412.0,19.3,59.6,1.3195,False,True,False
5236,2004-10-14 20:00:00,,1299.0,1237.0,553.0,1804.0,1350.0,17.6,69.2,1.3803,False,True,False
5237,2004-10-14 21:00:00,,1046.0,872.0,769.0,1479.0,968.0,16.4,77.1,1.4243,False,True,False
5238,2004-10-14 22:00:00,,949.0,754.0,884.0,1393.0,759.0,16.6,77.3,1.4491,False,True,False
5239,2004-10-14 23:00:00,,966.0,756.0,908.0,1363.0,741.0,15.9,78.1,1.4039,False,True,False
5240,2004-10-15 00:00:00,,1062.0,887.0,770.0,1473.0,866.0,15.1,82.3,1.4009,False,True,False
5241,2004-10-15 01:00:00,,934.0,730.0,906.0,1345.0,757.0,14.8,83.8,1.4005,False,True,False
5242,2004-10-15 02:00:00,,862.0,649.0,1046.0,1289.0,675.0,14.4,84.6,1.3794,False,True,False
5243,2004-10-15 03:00:00,,823.0,590.0,1125.0,1241.0,624.0,15.8,77.6,1.3792,False,True,False
5244,2004-10-15 04:00:00,,839.0,604.0,1097.0,1259.0,605.0,15.2,79.4,1.3605,False,True,False
5245,2004-10-15 05:00:00,,879.0,681.0,992.0,1312.0,703.0,14.8,81.9,1.3735,False,True,False
5246,2004-10-15 06:00:00,,1095.0,977.0,725.0,1562.0,998.0,14.6,82.9,1.3706,False,True,False
5247,2004-10-15 07:00:00,,1359.0,1311.0,544.0,1878.0,1311.0,14.8,80.4,1.3428,False,True,False
5248,2004-10-15 08:00:00,,1354.0,1358.0,519.0,1942.0,1403.0,15.6,77.1,1.3527,False,True,False
5249,2004-10-15 09:00:00,,1420.0,1405.0,501.0,1941.0,1573.0,17.3,70.9,1.3876,False,True,False
5250,2004-10-15 10:00:00,,1265.0,1221.0,578.0,1760.0,1354.0,22.2,51.3,1.3543,False,True,False
5251,2004-10-15 11:00:00,,1146.0,1122.0,639.0,1659.0,1131.0,24.4,43.9,1.3184,False,True,False
5252,2004-10-15 12:00:00,,1150.0,1149.0,620.0,1676.0,1113.0,22.7,47.6,1.2989,False,True,False
5253,2004-10-15 13:00:00,,1282.0,1247.0,560.0,1861.0,1258.0,20.5,61.5,1.4673,False,True,False
5254,2004-10-15 14:00:00,,1067.0,1085.0,684.0,1548.0,985.0,23.3,40.4,1.1421,False,True,False
5255,2004-10-15 15:00:00,,1185.0,1243.0,603.0,1689.0,1197.0,23.2,39.9,1.1172,False,True,False
5256,2004-10-15 16:00:00,,1312.0,1381.0,540.0,1881.0,1402.0,21.5,44.5,1.129,False,True,False
5257,2004-10-15 17:00:00,,1319.0,1426.0,509.0,1938.0,1491.0,20.9,48.5,1.1878,False,True,False
5258,2004-10-15 18:00:00,,1255.0,1342.0,539.0,1875.0,1396.0,19.8,53.1,1.216,False,True,False
5259,2004-10-15 19:00:00,,1123.0,1119.0,648.0,1593.0,1198.0,20.1,53.6,1.2477,False,True,False
5260,2004-10-15 20:00:00,,1126.0,1045.0,689.0,1523.0,1166.0,19.6,56.0,1.2623,False,True,False
5261,2004-10-15 21:00:00,,924.0,766.0,902.0,1357.0,752.0,18.6,60.4,1.2817,False,True,False
5262,2004-10-15 22:00:00,,982.0,849.0,853.0,1390.0,717.0,14.5,78.3,1.288,False,True,False
5263,2004-10-15 23:00:00,,936.0,756.0,939.0,1311.0,693.0,16.3,70.5,1.2921,False,True,False
5264,2004-10-16 00:00:00,,1069.0,865.0,825.0,1394.0,816.0,14.1,83.8,1.346,False,True,False
5265,2004-10-16 01:00:00,,967.0,785.0,879.0,1326.0,766.0,14.5,81.3,1.3399,False,True,False
5266,2004-10-16 02:00:00,,869.0,649.0,1033.0,1249.0,631.0,14.7,80.7,1.3414,False,True,False
5267,2004-10-16 03:00:00,,916.0,692.0,986.0,1287.0,683.0,14.5,82.1,1.3493,False,True,False
5268,2004-10-16 04:00:00,,886.0,686.0,970.0,1278.0,654.0,15.0,78.4,1.3333,False,True,False
5269,2004-10-16 05:00:00,,926.0,747.0,902.0,1325.0,759.0,14.5,80.5,1.3221,False,True,False
5270,2004-10-16 06:00:00,,971.0,851.0,808.0,1389.0,876.0,14.6,79.0,1.3082,False,True,False
5271,2004-10-16 07:00:00,,1029.0,886.0,807.0,1446.0,926.0,15.0,74.8,1.2672,False,True,False
5272,2004-10-16 08:00:00,,1124.0,1057.0,667.0,1569.0,1091.0,15.9,70.4,1.2658,False,True,False
5273,2004-10-16 09:00:00,,1063.0,964.0,729.0,1454.0,1045.0,17.4,62.3,1.2282,False,True,False
5274,2004-10-16 10:00:00,,1028.0,961.0,756.0,1413.0,928.0,21.3,42.9,1.0727,False,True,False
5275,2004-10-16 11:00:00,,944.0,910.0,828.0,1342.0,777.0,22.0,38.9,1.0154,False,True,False
5276,2004-10-16 12:00:00,,913.0,857.0,892.0,1275.0,640.0,20.3,41.3,0.9745,False,True,False
5277,2004-10-16 13:00:00,,966.0,906.0,819.0,1354.0,741.0,20.2,45.6,1.0663,False,True,False
5278,2004-10-16 14:00:00,,833.0,737.0,1021.0,1162.0,483.0,20.8,37.4,0.9107,False,True,False
5279,2004-10-16 15:00:00,,891.0,789.0,960.0,1234.0,522.0,21.6,35.9,0.9164,False,True,False
5280,2004-10-16 16:00:00,,995.0,927.0,825.0,1320.0,718.0,22.0,35.7,0.9329,False,True,False
5281,2004-10-16 17:00:00,,1038.0,929.0,816.0,1332.0,798.0,19.9,42.0,0.9665,False,True,False
5282,2004-10-16 18:00:00,,1146.0,1118.0,695.0,1534.0,1174.0,19.2,46.3,1.0158,False,True,False
5283,2004-10-16 19:00:00,,1059.0,958.0,787.0,1417.0,891.0,17.9,56.9,1.1545,False,True,False
5284,2004-10-16 20:00:00,,1065.0,893.0,819.0,1397.0,799.0,14.7,75.5,1.2554,False,True,False
5285,2004-10-16 21:00:00,,1013.0,822.0,855.0,1377.0,855.0,15.1,78.9,1.3409,False,True,False
5286,2004-10-16 22:00:00,,942.0,712.0,979.0,1303.0,734.0,17.2,66.7,1.2987,False,True,False
5287,2004-10-16 23:00:00,,925.0,735.0,960.0,1284.0,691.0,15.4,73.2,1.2755,False,True,False
5288,2004-10-17 00:00:00,,871.0,628.0,1118.0,1228.0,557.0,16.5,68.5,1.2753,False,True,False
5289,2004-10-17 01:00:00,,864.0,633.0,1097.0,1259.0,523.0,16.4,70.3,1.3031,False,True,False
5290,2004-10-17 02:00:00,,929.0,698.0,991.0,1307.0,610.0,15.4,78.1,1.3557,False,True,False
5291,2004-10-17 03:00:00,,912.0,690.0,984.0,1309.0,574.0,15.8,75.5,1.3436,False,True,False
5292,2004-10-17 04:00:00,,817.0,602.0,1120.0,1227.0,470.0,16.0,69.5,1.2549,False,True,False
5293,2004-10-17 05:00:00,,786.0,558.0,1217.0,1179.0,434.0,15.0,71.0,1.2032,False,True,False
5294,2004-10-17 06:00:00,,827.0,595.0,1208.0,1214.0,507.0,13.9,75.2,1.1884,False,True,False
5295,2004-10-17 07:00:00,,789.0,604.0,1181.0,1171.0,467.0,15.9,62.1,1.1103,False,True,False
5296,2004-10-17 08:00:00,,875.0,754.0,961.0,1296.0,591.0,15.9,61.0,1.0911,False,True,False
5297,2004-10-17 09:00:00,,959.0,792.0,913.0,1315.0,717.0,17.1,58.7,1.1332,False,True,False
5298,2004-10-17 10:00:00,,969.0,850.0,846.0,1351.0,774.0,19.2,51.9,1.1404,False,True,False
5299,2004-10-17 11:00:00,,947.0,821.0,900.0,1302.0,697.0,21.5,42.6,1.0798,False,True,False
5300,2004-10-17 12:00:00,,960.0,848.0,866.0,1305.0,701.0,21.6,39.9,1.0156,False,True,False
5301,2004-10-17 13:00:00,,1017.0,1020.0,744.0,1478.0,752.0,21.6,40.4,1.0309,False,True,False
5302,2004-10-17 14:00:00,,979.0,1057.0,701.0,1473.0,760.0,22.0,37.3,0.9768,False,True,False
5303,2004-10-17 15:00:00,,843.0,748.0,999.0,1179.0,505.0,22.1,35.2,0.9253,False,True,False
5304,2004-10-17 16:00:00,,877.0,769.0,962.0,1212.0,529.0,22.4,36.0,0.9621,False,True,False
5305,2004-10-17 17:00:00,,1053.0,1072.0,733.0,1495.0,832.0,20.9,40.3,0.9866,False,True,False
5306,2004-10-17 18:00:00,,1047.0,1037.0,749.0,1429.0,904.0,19.8,41.5,0.9489,False,True,False
5307,2004-10-17 19:00:00,,1105.0,1074.0,712.0,1457.0,1050.0,18.2,46.0,0.9538,False,True,False
5308,2004-10-17 20:00:00,,1008.0,968.0,783.0,1348.0,1000.0,17.3,50.3,0.9837,False,True,False
5309,2004-10-17 21:00:00,,975.0,891.0,814.0,1361.0,911.0,15.8,57.6,1.0271,False,True,False
5310,2004-10-17 22:00:00,,954.0,850.0,840.0,1321.0,858.0,15.5,59.7,1.0413,False,True,False
5311,2004-10-17 23:00:00,,987.0,904.0,808.0,1344.0,903.0,15.5,60.6,1.0574,False,True,False
5312,2004-10-18 00:00:00,,880.0,784.0,922.0,1252.0,781.0,15.8,59.9,1.0676,False,True,False
5313,2004-10-18 01:00:00,,856.0,732.0,988.0,1247.0,714.0,14.8,64.3,1.073,False,True,False
5314,2004-10-18 02:00:00,,788.0,614.0,1116.0,1177.0,625.0,14.8,64.7,1.0788,False,True,False
5315,2004-10-18 03:00:00,,760.0,555.0,1226.0,1158.0,568.0,13.8,67.6,1.0581,False,True,False
5316,2004-10-18 04:00:00,,777.0,570.0,1191.0,1167.0,616.0,14.5,65.0,1.0672,False,True,False
5317,2004-10-18 05:00:00,,825.0,661.0,1074.0,1207.0,710.0,14.0,67.4,1.0703,False,True,False
5318,2004-10-18 06:00:00,,1011.0,947.0,759.0,1425.0,953.0,12.6,73.6,1.0699,False,True,False
5319,2004-10-18 07:00:00,,1237.0,1319.0,576.0,1741.0,1271.0,13.3,70.4,1.0711,False,True,False
5320,2004-10-18 08:00:00,,1298.0,1473.0,514.0,1884.0,1447.0,14.4,65.8,1.0773,False,True,False
5321,2004-10-18 09:00:00,,1153.0,1230.0,616.0,1565.0,1296.0,16.8,57.8,1.0947,False,True,False
5322,2004-10-18 10:00:00,,1101.0,1124.0,646.0,1521.0,1217.0,19.7,49.3,1.1199,False,True,False
5323,2004-10-18 11:00:00,,1215.0,1203.0,599.0,1664.0,1341.0,21.1,47.2,1.1659,False,True,False
5324,2004-10-18 12:00:00,,1163.0,1179.0,608.0,1641.0,1180.0,22.2,43.2,1.1427,False,True,False
5325,2004-10-18 13:00:00,,1285.0,1293.0,549.0,1797.0,1365.0,21.4,47.2,1.1927,False,True,False
5326,2004-10-18 14:00:00,,1288.0,1253.0,537.0,1763.0,1410.0,19.9,55.4,1.2702,False,True,False
5327,2004-10-18 15:00:00,,1362.0,1334.0,512.0,1862.0,1529.0,20.3,54.0,1.2744,False,True,False
5328,2004-10-18 16:00:00,,1405.0,1372.0,497.0,1883.0,1573.0,20.0,56.5,1.3051,False,True,False
5329,2004-10-18 17:00:00,,1610.0,1697.0,407.0,2287.0,1810.0,19.7,57.8,1.3138,False,True,False
5330,2004-10-18 18:00:00,,1612.0,1745.0,398.0,2357.0,1834.0,19.3,59.0,1.3077,False,True,False
5331,2004-10-18 19:00:00,,1520.0,1604.0,436.0,2161.0,1672.0,18.5,60.3,1.2706,False,True,False
5332,2004-10-18 20:00:00,,1489.0,1534.0,444.0,2080.0,1686.0,17.8,66.3,1.341,False,True,False
5333,2004-10-18 21:00:00,,1181.0,1124.0,597.0,1606.0,1302.0,17.6,65.9,1.3175,False,True,False
5334,2004-10-18 22:00:00,,995.0,898.0,761.0,1409.0,1023.0,17.5,63.5,1.2622,False,True,False
5335,2004-10-18 23:00:00,,998.0,875.0,779.0,1380.0,992.0,16.5,67.2,1.2491,False,True,False
5336,2004-10-19 00:00:00,,984.0,864.0,788.0,1371.0,960.0,16.2,69.1,1.259,False,True,False
5337,2004-10-19 01:00:00,,1022.0,898.0,746.0,1414.0,955.0,14.9,74.7,1.2564,False,True,False
5338,2004-10-19 02:00:00,,951.0,835.0,788.0,1354.0,887.0,14.1,76.7,1.2273,False,True,False
5339,2004-10-19 03:00:00,,910.0,773.0,842.0,1303.0,851.0,14.0,76.6,1.2202,False,True,False
5340,2004-10-19 04:00:00,,932.0,792.0,818.0,1323.0,903.0,14.9,73.8,1.24,False,True,False
5341,2004-10-19 05:00:00,,974.0,859.0,772.0,1383.0,954.0,15.2,73.1,1.257,False,True,False
5342,2004-10-19 06:00:00,,1117.0,1031.0,669.0,1528.0,1107.0,15.2,73.4,1.2626,False,True,False
5343,2004-10-19 07:00:00,,1367.0,1343.0,517.0,1852.0,1442.0,15.2,74.7,1.2824,False,True,False
5344,2004-10-19 08:00:00,,1583.0,1726.0,404.0,2316.0,1818.0,15.8,71.7,1.278,False,True,False
5345,2004-10-19 09:00:00,,1526.0,1552.0,441.0,2074.0,1802.0,16.6,68.4,1.2829,False,True,False
5346,2004-10-19 10:00:00,,1399.0,1416.0,485.0,1894.0,1671.0,17.6,64.9,1.2925,False,True,False
5347,2004-10-19 11:00:00,,1436.0,1435.0,479.0,1911.0,1710.0,18.3,63.8,1.331,False,True,False
5348,2004-10-19 12:00:00,,1455.0,1468.0,474.0,1945.0,1746.0,19.4,61.1,1.3652,False,True,False
5349,2004-10-19 13:00:00,,1311.0,1286.0,544.0,1760.0,1495.0,20.9,58.1,1.4193,False,True,False
5350,2004-10-19 14:00:00,,1174.0,1097.0,640.0,1596.0,1203.0,22.0,54.0,1.4114,False,True,False
5351,2004-10-19 15:00:00,,1242.0,1158.0,602.0,1682.0,1252.0,22.8,53.0,1.4482,False,True,False
5352,2004-10-19 16:00:00,,1267.0,1151.0,593.0,1671.0,1528.0,21.7,57.6,1.4756,False,True,False
5353,2004-10-19 17:00:00,,1401.0,1326.0,530.0,1887.0,1629.0,21.3,60.8,1.5205,False,True,False
5354,2004-10-19 18:00:00,,1428.0,1393.0,490.0,1976.0,1608.0,21.2,61.7,1.5309,False,True,False
5355,2004-10-19 19:00:00,,1478.0,1447.0,474.0,2017.0,1664.0,21.2,62.2,1.5473,False,True,False
5356,2004-10-19 20:00:00,,1518.0,1483.0,454.0,2098.0,1666.0,20.8,65.1,1.5782,False,True,False
5357,2004-10-19 21:00:00,,1468.0,1415.0,470.0,1985.0,1594.0,19.9,69.0,1.5877,False,True,False
5358,2004-10-19 22:00:00,,1369.0,1305.0,513.0,1851.0,1421.0,18.8,73.7,1.5785,False,True,False
5359,2004-10-19 23:00:00,,1244.0,1141.0,571.0,1671.0,1337.0,19.2,71.3,1.5723,False,True,False
5360,2004-10-20 00:00:00,,1217.0,1077.0,603.0,1628.0,1270.0,19.0,71.6,1.5549,False,True,False
5361,2004-10-20 01:00:00,,1103.0,979.0,666.0,1520.0,1156.0,19.5,69.7,1.5596,False,True,False
5362,2004-10-20 02:00:00,,1118.0,951.0,675.0,1509.0,1124.0,19.4,70.1,1.5626,False,True,False
5363,2004-10-20 03:00:00,,1087.0,950.0,684.0,1519.0,1049.0,18.4,74.5,1.5634,False,True,False
5364,2004-10-20 04:00:00,,1069.0,931.0,688.0,1508.0,1044.0,18.7,73.4,1.5701,False,True,False
5365,2004-10-20 05:00:00,,1112.0,985.0,645.0,1544.0,1109.0,18.4,74.6,1.5631,False,True,False
5366,2004-10-20 06:00:00,,1196.0,1086.0,594.0,1659.0,1224.0,18.5,74.4,1.5661,False,True,False
5367,2004-10-20 07:00:00,,1522.0,1457.0,458.0,2043.0,1611.0,18.8,73.0,1.5737,False,True,False
5368,2004-10-20 08:00:00,,1715.0,1728.0,371.0,2376.0,2004.0,19.9,69.9,1.6036,False,True,False
5369,2004-10-20 09:00:00,,1582.0,1459.0,448.0,2036.0,1776.0,21.3,66.1,1.6556,False,True,False
5370,2004-10-20 10:00:00,,1494.0,1379.0,467.0,1965.0,1723.0,23.0,61.8,1.7135,False,True,False
5371,2004-10-20 11:00:00,,1631.0,1455.0,438.0,2027.0,1916.0,22.4,64.6,1.7271,False,True,False
5372,2004-10-20 12:00:00,,1650.0,1506.0,424.0,2093.0,1955.0,23.8,59.9,1.7376,False,True,False
5373,2004-10-20 13:00:00,,1640.0,1503.0,431.0,2094.0,1894.0,24.7,56.9,1.7472,False,True,False
5374,2004-10-20 14:00:00,,1589.0,1418.0,452.0,2015.0,1823.0,25.4,55.1,1.761,False,True,False
5375,2004-10-20 15:00:00,,1538.0,1362.0,473.0,1924.0,1793.0,25.7,54.5,1.7684,False,True,False
5376,2004-10-20 16:00:00,4.7,1597.0,1573.0,424.0,2307.0,1956.0,24.8,57.7,1.7765,True,False,False
5377,2004-10-20 17:00:00,8.0,1884.0,1846.0,348.0,2595.0,2203.0,24.6,58.9,1.8005,True,False,False
5378,2004-10-20 18:00:00,7.7,1835.0,1770.0,358.0,2474.0,2073.0,23.9,61.8,1.8088,True,False,False
5379,2004-10-20 19:00:00,6.8,1759.0,1684.0,373.0,2378.0,1923.0,23.0,65.9,1.8319,True,False,False
5380,2004-10-20 20:00:00,6.0,1666.0,1553.0,409.0,2170.0,1780.0,22.4,67.7,1.8161,True,False,False
5381,2004-10-20 21:00:00,4.7,1506.0,1360.0,458.0,1944.0,1609.0,22.0,69.2,1.8061,True,False,False
5382,2004-10-20 22:00:00,3.4,1378.0,1229.0,511.0,1820.0,1466.0,21.8,69.6,1.79,True,False,False
5383,2004-10-20 23:00:00,3.9,1448.0,1283.0,496.0,1877.0,1504.0,21.9,68.3,1.7699,True,False,False
5384,2004-10-21 00:00:00,4.4,1481.0,1359.0,467.0,1957.0,1518.0,21.7,69.7,1.7872,True,False,False
5385,2004-10-21 01:00:00,3.3,1289.0,1161.0,552.0,1765.0,1289.0,21.3,70.3,1.7574,True,False,False
5386,2004-10-21 02:00:00,2.0,1109.0,951.0,664.0,1570.0,1076.0,20.8,71.7,1.7415,True,False,False
5387,2004-10-21 03:00:00,1.5,994.0,812.0,784.0,1453.0,947.0,21.4,69.0,1.7421,True,False,False
5388,2004-10-21 04:00:00,,1015.0,839.0,754.0,1473.0,970.0,21.4,69.3,1.7515,False,True,False
5389,2004-10-21 05:00:00,0.8,966.0,771.0,830.0,1420.0,900.0,21.3,69.5,1.7447,True,False,False
