shortlist_rank,doi,doi_url,title,authors,year,venue,type,publisher,volume,issue,pages,article_number,crossref_cited_by,relevance_score,primary_topic,topics,is_review_title,is_dataset_title,has_abstract,screening_decision,screening_reason,matched_title_categories,exact_normalized_title_doi_count,provenance
,10.5614/itb.ijp.2021.32.1.1,https://doi.org/10.5614/itb.ijp.2021.32.1.1,A Review of Mobile Robot Navigation System for Volcano Monitoring Application,Maria Evita,2021,Indonesian Journal of Physics,journal-article,The Institute for Research and Community Services (LPPM) ITB,32,1,1-11,,3,12,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",True,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""sensor"", ""nav"", ""review""]",2,"[{""query_id"": ""Q01"", ""query_rank"": 71, ""api_score"": 19.78061, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 70}]"
,10.5614/ijp.v32i1.300,https://doi.org/10.5614/ijp.v32i1.300,A Review of Mobile Robot Navigation System for Volcano Monitoring Application,Maria Evita,2021,Indonesian Journal of Physics,journal-article,The Institute for Research and Community Services (LPPM) ITB,32,1,1-11,,0,12,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",True,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""sensor"", ""nav"", ""review""]",2,"[{""query_id"": ""Q01"", ""query_rank"": 72, ""api_score"": 19.772133, ""raw_file"": ""raw_crossref\\Q01_mobile_robot_environment.json"", ""raw_item_index"": 71}]"
,10.1038/s41597-025-05993-8,https://doi.org/10.1038/s41597-025-05993-8,Long-term drift behavior in metal oxide gas sensor arrays: a one-year dataset from an electronic nose,Julius Wörner; Jonas Eimler; Miriam Pein-Hackelbusch,2025,Scientific Data,journal-article,Springer Science and Business Media LLC,12,1,,1628,34,12,gas_sensor_calibration,"[""gas_sensor_calibration""]",False,True,True,metadata_candidate,gas_sensor_calibration,"[""env"", ""gas"", ""sensor"", ""dataset""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 259, ""api_score"": 22.041721, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 258}]"
146,10.3390/su18136867,https://doi.org/10.3390/su18136867,From Benchmark Accuracy to Field Performance: Hybrid Deep Learning-Based Plant Disease Classification with IoT-Enabled Environmental Monitoring,Jalampelli Thirupathi; Nandagopal Malarvizhi; Potula Sree Brahmanandam,2026,Sustainability,journal-article,MDPI AG,18,13,6867,,0,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,True,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""sensor"", ""embedded"", ""dataset""]",1,"[{""query_id"": ""Q10"", ""query_rank"": 90, ""api_score"": 18.24784, ""raw_file"": ""raw_crossref\\Q10_environmental_robotics_datasets.json"", ""raw_item_index"": 89}]"
147,10.3390/chemosensors5020017,https://doi.org/10.3390/chemosensors5020017,Two-Dimensional Zinc Oxide Nanostructures for Gas Sensor Applications,Salvatore Leonardi,2017,Chemosensors,journal-article,MDPI AG,5,2,17,,176,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 462, ""api_score"": 20.608402, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 461}]"
,10.1002/rob.21722,https://doi.org/10.1002/rob.21722,Adaptive continuous‐space informative path planning for online environmental monitoring,Gregory Hitz; Enric Galceran; Marie‐Ève Garneau; François Pomerleau; Roland Siegwart,2017,Journal of Field Robotics,journal-article,Wiley,34,8,1427-1449,,119,12,robotic_environmental_monitoring,"[""robotic_environmental_monitoring""]",False,False,True,metadata_candidate,robotic_environmental_monitoring,"[""env"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q10"", ""query_rank"": 130, ""api_score"": 17.628002, ""raw_file"": ""raw_crossref\\Q10_environmental_robotics_datasets.json"", ""raw_item_index"": 129}]"
,10.3390/s21041102,https://doi.org/10.3390/s21041102,Autonomous Water Quality Monitoring and Water Surface Cleaning for Unmanned Surface Vehicle,Hsing-Cheng Chang; Yu-Liang Hsu; San-Shan Hung; Guan-Ru Ou; Jia-Ron Wu; Chuan Hsu,2021,Sensors,journal-article,MDPI AG,21,4,1102,,109,12,water_quality_monitoring,"[""water_quality_monitoring""]",False,False,True,metadata_candidate,water_quality_monitoring,"[""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 301, ""api_score"": 23.467522, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 300}]"
,10.3390/s141222670,https://doi.org/10.3390/s141222670,Hyperspectral Sensing for Turbid Water Quality Monitoring in Freshwater Rivers: Empirical Relationship between Reflectance and Turbidity and Total Solids,Jiunn-Lin Wu; Chung-Ru Ho; Chia-Ching Huang; Arun Srivastav; Jing-Hua Tzeng; Yao-Tung Lin,2014,Sensors,journal-article,MDPI AG,14,12,22670-22688,,85,12,water_quality_monitoring,"[""water_quality_monitoring""]",False,False,True,metadata_candidate,water_quality_monitoring,"[""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 98, ""api_score"": 21.870113, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 97}]"
148,10.3390/s150101252,https://doi.org/10.3390/s150101252,A Customized Metal Oxide Semiconductor-Based Gas Sensor Array for Onion Quality Evaluation: System Development and Characterization,Tharun Konduru; Glen Rains; Changying Li,2015,Sensors,journal-article,MDPI AG,15,1,1252-1273,,63,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 202, ""api_score"": 22.60942, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 201}]"
,10.1177/1729881417750787,https://doi.org/10.1177/1729881417750787,Cooperation between an unmanned aerial vehicle and an unmanned ground vehicle in highly accurate localization of gamma radiation hotspots,Tomas Lazna; Petr Gabrlik; Tomas Jilek; Ludek Zalud,2018,International Journal of Advanced Robotic Systems,journal-article,SAGE Publications,15,1,,1729881417750787,60,12,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 310, ""api_score"": 23.424057, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 309}]"
,10.3390/drones8100537,https://doi.org/10.3390/drones8100537,A Fault-Tolerant Multi-Agent Reinforcement Learning Framework for Unmanned Aerial Vehicles–Unmanned Ground Vehicle Coverage Path Planning,Mahya Ramezani; M. A. Amiri Atashgah; Alireza Rezaee,2024,Drones,journal-article,MDPI AG,8,10,537,,33,12,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 260, ""api_score"": 23.677305, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 259}]"
,10.3390/w11112376,https://doi.org/10.3390/w11112376,Principal Component Weighted Index for Wastewater Quality Monitoring,Petr Praus,2019,Water,journal-article,MDPI AG,11,11,2376,,31,12,water_quality_monitoring,"[""water_quality_monitoring""]",False,False,True,metadata_candidate,water_quality_monitoring,"[""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 415, ""api_score"": 19.699913, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 414}]"
,10.3390/s21103403,https://doi.org/10.3390/s21103403,Balanced Distribution Adaptation for Metal Oxide Semiconductor Gas Sensor Array Drift Compensation,Zongze Jiang; Peng Xu; Yongbin Du; Feng Yuan; Kai Song,2021,Sensors,journal-article,MDPI AG,21,10,3403,,29,12,gas_sensor_calibration,"[""gas_sensor_calibration""]",False,False,True,metadata_candidate,gas_sensor_calibration,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 145, ""api_score"": 23.178595, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 144}]"
,10.1049/iet-rsn.2020.0260,https://doi.org/10.1049/iet-rsn.2020.0260,Multi‐sensor fusion SLAM approach for the mobile robot with a bio‐inspired polarised skylight sensor,Tao Du; Yun Hao Zeng; Jian Yang; Chang Zheng Tian; Peng Fei Bai,2020,"IET Radar, Sonar & Navigation",journal-article,Institution of Engineering and Technology (IET),14,12,1950-1957,,24,12,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 299, ""api_score"": 22.772524, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 298}]"
,10.5194/jsss-3-213-2014,https://doi.org/10.5194/jsss-3-213-2014,Metal oxide semiconductor gas sensor self-test using Fourier-based impedance spectroscopy,M. Schüler; T. Sauerwald; A. Schütze,2014,Journal of Sensors and Sensor Systems,journal-article,Copernicus GmbH,3,2,213-221,,15,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 91, ""api_score"": 23.993046, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 90}]"
,10.3390/nano10112168,https://doi.org/10.3390/nano10112168,Metal Oxide Nanolayer-Decorated Epitaxial Graphene: A Gas Sensor Study,Marius Rodner; Adam Icardi; Margus Kodu; Raivo Jaaniso; Andreas Schütze; Jens Eriksson,2020,Nanomaterials,journal-article,MDPI AG,10,11,2168,,14,12,particulate_air_quality,"[""particulate_air_quality""]",False,False,True,metadata_candidate,particulate_air_quality,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 140, ""api_score"": 23.198801, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 139}]"
,10.3390/s22228959,https://doi.org/10.3390/s22228959,Methodology for Quantifying Volatile Compounds in a Liquid Mixture Using an Algorithm Combining B-Splines and Artificial Neural Networks to Process Responses of a Thermally Modulated Metal-Oxide Semiconductor Gas Sensor,Jolanta Wawrzyniak,2022,Sensors,journal-article,MDPI AG,22,22,8959,,13,12,gas_sensor_calibration,"[""gas_sensor_calibration""]",False,False,True,metadata_candidate,gas_sensor_calibration,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 488, ""api_score"": 20.526407, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 487}]"
,10.5772/intechopen.97372,https://doi.org/10.5772/intechopen.97372,Water Quality Parameters and Monitoring Soft Surface Water Quality Using Statistical Approaches,Romana Drasovean; Gabriel Murariu,2021,Promising Techniques for Wastewater Treatment and Water Quality Assessment,book-chapter,IntechOpen,,,,,12,12,water_quality_monitoring,"[""water_quality_monitoring""]",False,False,True,metadata_candidate,water_quality_monitoring,"[""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 185, ""api_score"": 20.920614, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 184}]"
,10.3390/s23167271,https://doi.org/10.3390/s23167271,A Glass-Fiber-Optic Turbidity Sensor for Real-Time In Situ Water Quality Monitoring,Chi Thanh Vu; Amir Ahmadi Zahrani; Lingze Duan; Tingting Wu,2023,Sensors,journal-article,MDPI AG,23,16,7271,,10,12,water_quality_monitoring,"[""water_quality_monitoring""]",False,False,True,metadata_candidate,water_quality_monitoring,"[""env"", ""water"", ""sensor""]",2,"[{""query_id"": ""Q06"", ""query_rank"": 24, ""api_score"": 25.052551, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 23}]"
,10.1063/5.0083061,https://doi.org/10.1063/5.0083061,Selectivity enhancement for metal oxide (MOX) based gas sensor using thermally modulated datasets coupled with golden section optimization and chemometric techniques,Navjot Kumar; Rahul Prajesh,2022,Review of Scientific Instruments,journal-article,AIP Publishing,93,6,,064702,10,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 369, ""api_score"": 21.24518, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 368}]"
,10.3390/s24216979,https://doi.org/10.3390/s24216979,Real-Time and Long-Term Monitoring of Coastal Water Turbidity Using an Ocean Buoy Equipped with an ADCP,Jia-Wei Bian; Ching-Jer Huang,2024,Sensors,journal-article,MDPI AG,24,21,6979,,9,12,water_quality_monitoring,"[""water_quality_monitoring""]",False,False,True,metadata_candidate,water_quality_monitoring,"[""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 301, ""api_score"": 20.220377, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 300}]"
,10.5772/intechopen.108971,https://doi.org/10.5772/intechopen.108971,Optical Gas Sensors,Vivekanand Mishra; Rashmi; Sukriti,2023,Metal-Oxide Gas Sensors,book-chapter,IntechOpen,,,,,9,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 137, ""api_score"": 23.249842, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 136}]"
,10.1049/smt2.12141,https://doi.org/10.1049/smt2.12141,Unmanned ground vehicle‐unmanned aerial vehicle relative navigation robust adaptive localization algorithm,Jun Dai; Songlin Liu; Hao Xiangyang; Zongbin Ren; Xiao Yang; Yunzhu Lv,2023,"IET Science, Measurement & Technology",journal-article,Institution of Engineering and Technology (IET),17,5,183-194,,7,12,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 239, ""api_score"": 23.904104, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 238}]"
,10.2166/washdev.2011.058,https://doi.org/10.2166/washdev.2011.058,Turbidity tubes for drinking water quality assessments,Caetano C. Dorea; Murray R. Simpson,2011,"Journal of Water, Sanitation and Hygiene for Development",journal-article,IWA Publishing,1,4,233-241,,7,12,water_quality_monitoring,"[""water_quality_monitoring"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,water_quality_monitoring;embedded_environmental_sensing,"[""env"", ""water""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 113, ""api_score"": 21.653023, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 112}]"
,10.3390/app14167266,https://doi.org/10.3390/app14167266,Surveillance Unmanned Ground Vehicle Path Planning with Path Smoothing and Vehicle Breakdown Recovery,Tyler Parsons; Farhad Baghyari; Jaho Seo; Byeongjin Kim; Mingeuk Kim; Hanmin Lee,2024,Applied Sciences,journal-article,MDPI AG,14,16,7266,,6,12,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 416, ""api_score"": 22.833813, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 415}]"
,10.3390/s23083914,https://doi.org/10.3390/s23083914,"Resistive, Temperature-Independent Metal Oxide Gas Sensor for Detecting the Oxygen Stoichiometry (Air-Fuel Ratio) of Lean Engine Exhaust Gases",Carsten Steiner; Simon Püls; Murat Bektas; Andreas Müller; Gunter Hagen; Ralf Moos,2023,Sensors,journal-article,MDPI AG,23,8,3914,,6,12,gas_sensor_calibration,"[""gas_sensor_calibration""]",False,False,True,metadata_candidate,gas_sensor_calibration,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 490, ""api_score"": 20.526407, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 489}]"
,10.30723/ijp.v18i47.579,https://doi.org/10.30723/ijp.v18i47.579,Enhancement of functionalized carbon nanotubes gas sensor by adding metal oxide nanoparticles,Sally K. Abbas; Asama Natik Naje,2020,Iraqi Journal of Physics,journal-article,Iraqi Journal of Physics,18,47,62-72,,6,12,gas_sensor_calibration,"[""gas_sensor_calibration""]",False,False,True,metadata_candidate,gas_sensor_calibration,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 211, ""api_score"": 22.572916, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 210}]"
,10.3390/drones9060424,https://doi.org/10.3390/drones9060424,Unmanned Aerial Vehicle–Unmanned Ground Vehicle Centric Visual Semantic Simultaneous Localization and Mapping Framework with Remote Interaction for Dynamic Scenarios,Chang Liu; Yang Zhang; Liqun Ma; Yong Huang; Keyan Liu; Guangwei Wang,2025,Drones,journal-article,MDPI AG,9,6,424,,5,12,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""nav"", ""outdoor""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 151, ""api_score"": 24.735806, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 150}]"
,10.1371/journal.pone.0296969,https://doi.org/10.1371/journal.pone.0296969,Gas concentration mapping and source localization for environmental monitoring through unmanned aerial systems using model-free reinforcement learning agents,Anees ul Husnain; Norrima Mokhtar; Noraisyah Binti Mohamed Shah; Mahidzal Bin Dahari; Amirul Asyhraff Azmi; Masahiro Iwahashi,2024,PLOS ONE,journal-article,Public Library of Science (PLoS),19,2,e0296969,,5,12,gas_olfaction_mapping,"[""gas_olfaction_mapping""]",False,False,True,metadata_candidate,gas_olfaction_mapping,"[""env"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 74, ""api_score"": 25.005768, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 73}]"
,10.3390/su14116502,https://doi.org/10.3390/su14116502,A Vision-Based Motion Control Framework for Water Quality Monitoring Using an Unmanned Aerial Vehicle,Fotis Panetsos; Panagiotis Rousseas; George Karras; Charalampos Bechlioulis; Kostas J. Kyriakopoulos,2022,Sustainability,journal-article,MDPI AG,14,11,6502,,5,12,water_quality_monitoring,"[""water_quality_monitoring""]",False,False,True,metadata_candidate,water_quality_monitoring,"[""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q02"", ""query_rank"": 195, ""api_score"": 24.308126, ""raw_file"": ""raw_crossref\\Q02_ground_rover_air_quality.json"", ""raw_item_index"": 194}]"
,10.20944/preprints202307.0598.v1,https://doi.org/10.20944/preprints202307.0598.v1,A Glass-Fiber Optic Turbidity Sensor for Real-Time In-Situ Water Quality Monitoring,Chi-Thanh Vu; Amir Ahmadi Zahrani; Lingze Duan; Tingting Wu,2023,,posted-content,MDPI AG,,,,,4,12,water_quality_monitoring,"[""water_quality_monitoring""]",False,False,True,metadata_candidate,water_quality_monitoring,"[""env"", ""water"", ""sensor""]",2,"[{""query_id"": ""Q06"", ""query_rank"": 36, ""api_score"": 24.179668, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 35}]"
,10.1088/1755-1315/366/1/012027,https://doi.org/10.1088/1755-1315/366/1/012027,Affordable Metal Oxide Gas Sensor as Environmental Friendly Method for Ammonia Gas Measurement,J A Fatkhurrahman; I R J Sari,2019,IOP Conference Series: Earth and Environmental Science,journal-article,IOP Publishing,366,1,012027,,4,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 18, ""api_score"": 27.688883, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 17}]"
,10.1515/pjct-2017-0018,https://doi.org/10.1515/pjct-2017-0018,Localization of fugitive methane emission from natural gas distribution network of Titas Gas,Pradip C. Mandal; Syed Monjur Morshed,2017,Polish Journal of Chemical Technology,journal-article,Walter de Gruyter GmbH,19,1,127-131,,4,12,gas_olfaction_mapping,"[""gas_olfaction_mapping""]",False,False,True,metadata_candidate,gas_olfaction_mapping,"[""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 43, ""api_score"": 27.130478, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 42}]"
,10.11113/jurnalteknologi.v86.20186,https://doi.org/10.11113/jurnalteknologi.v86.20186,GAS SOURCE LOCALIZATION THROUGH DEEP LEARNING METHOD BASED ON GAS DISTRIBUTION MAP DATABASE,Zaffry Hadi Mohd Juffry; Kamarulzaman Kamarudin; Abdul Hamid Adom; Muhammad Fahmi Miskon; Ahmad Shakaff Ali Yeon; Abdulnasser Nabil Abdullah,2024,Jurnal Teknologi,journal-article,Penerbit UTM Press,86,2,199-208,,3,12,gas_olfaction_mapping,"[""gas_olfaction_mapping""]",False,False,True,metadata_candidate,gas_olfaction_mapping,"[""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 27, ""api_score"": 29.380754, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 26}]"
,10.1088/1755-1315/1223/1/012020,https://doi.org/10.1088/1755-1315/1223/1/012020,Monitoring the Water Quality of the Tigris River and Producing Maps to Determine the Locations of Turbidity in the Water for the Year 2022 in Baghdad Governorate,Fouad K. Mashee Al-Ramahi; Samaa B. Mohammed; Mazin H. Hasan,2023,IOP Conference Series: Earth and Environmental Science,journal-article,IOP Publishing,1223,1,012020,,3,12,water_quality_monitoring,"[""water_quality_monitoring""]",False,False,True,metadata_candidate,water_quality_monitoring,"[""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 306, ""api_score"": 20.215855, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 305}]"
,10.26418/elkha.v15i1.62095,https://doi.org/10.26418/elkha.v15i1.62095,Differential Drive Mobile Robot Motion Accuracy Improvement with Odometry-Compass Sensor Fusion Implementation,Sungkono Sungkono; Gillang Al Azhar; Adi Candra Kusuma; Syarifatul Izza,2023,ELKHA,journal-article,Tanjungpura University,15,1,24,,2,12,outdoor_navigation_fusion,"[""outdoor_navigation_fusion""]",False,False,True,metadata_candidate,outdoor_navigation_fusion,"[""robot"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q08"", ""query_rank"": 164, ""api_score"": 24.416796, ""raw_file"": ""raw_crossref\\Q08_outdoor_mapping_fusion.json"", ""raw_item_index"": 163}]"
,10.23939/istcmtm2022.04.018,https://doi.org/10.23939/istcmtm2022.04.018,SMART SYSTEM FOR MONITORING WATER QUALITY PARAMETERS,Lviv Polytechnic National University; Oksana Gonsor,2022,Measuring Equipment and Metrology,journal-article,Lviv Polytechnic National University,83,4,18-23,,2,12,water_quality_monitoring,"[""water_quality_monitoring""]",False,False,True,metadata_candidate,water_quality_monitoring,"[""env"", ""water"", ""sensor""]",1,"[{""query_id"": ""Q06"", ""query_rank"": 361, ""api_score"": 19.94262, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 360}]"
,10.31223/x52k8x,https://doi.org/10.31223/x52k8x,Camera-Based Intelligent Stream Stage Sensing for Decentralized Environmental Monitoring,Yusuf Sermet; Ibrahim Demir,2022,,posted-content,California Digital Library (CDL),,,,,2,12,water_quality_monitoring,"[""water_quality_monitoring"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,water_quality_monitoring;embedded_environmental_sensing,"[""env"", ""sensor""]",1,"[{""query_id"": ""Q10"", ""query_rank"": 39, ""api_score"": 19.546122, ""raw_file"": ""raw_crossref\\Q10_environmental_robotics_datasets.json"", ""raw_item_index"": 38}]"
,10.3390/mi12111355,https://doi.org/10.3390/mi12111355,A New Miniaturized Gas Sensor Based on Zener Diode Network Covered by Metal Oxide,Vignesh Gunasekaran; Soffian Yjjou; Eve Hennequin; Thierry Camps; Nicolas Mauran; Lionel Presmanes; Philippe Menini,2021,Micromachines,journal-article,MDPI AG,12,11,1355,,2,12,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 336, ""api_score"": 21.502787, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 335}]"
,10.22541/essoar.175767288.85280924/v1,https://doi.org/10.22541/essoar.175767288.85280924/v1,Real-Time Turbidity Monitoring Using Machine Learning and Environmental Parameter Integration for Scalable Water Quality Management,Hong Peng; Ning Dong; Yinwei Liao; Yunjian Tang; Xiaoli Hu,2025,,posted-content,Wiley,,,,,1,12,water_quality_monitoring,"[""water_quality_monitoring""]",False,False,True,metadata_candidate,water_quality_monitoring,"[""env"", ""water"", ""sensor""]",2,"[{""query_id"": ""Q06"", ""query_rank"": 11, ""api_score"": 26.786531, ""raw_file"": ""raw_crossref\\Q06_robotic_water_quality.json"", ""raw_item_index"": 10}]"
,10.3390/app152412948,https://doi.org/10.3390/app152412948,Improved Gaussian Puff Model and Grey Wolf Optimization Algorithm for Gas Source Localization,Xiangjin Zeng; Song Feng; Hengyu Zhou,2025,Applied Sciences,journal-article,MDPI AG,15,24,12948,,1,12,gas_olfaction_mapping,"[""gas_olfaction_mapping""]",False,False,True,metadata_candidate,gas_olfaction_mapping,"[""env"", ""gas"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 92, ""api_score"": 24.62231, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 91}]"
,10.1002/tee.23988,https://doi.org/10.1002/tee.23988,Visualization of the Gas Spatial Distribution of the Odor Source by SERS Gas Sensor,Lin Chen; Hao Guo; Takuya Matsuo; Fumihiro Sassa; Kenshi Hayashi,2024,IEEJ Transactions on Electrical and Electronic Engineering,journal-article,Wiley,19,5,876-881,,1,12,gas_olfaction_mapping,"[""gas_olfaction_mapping""]",False,False,True,metadata_candidate,gas_olfaction_mapping,"[""env"", ""gas"", ""sensor""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 162, ""api_score"": 23.450157, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 161}]"
